,Tên xe,Năm SX,Kiểu dáng,Tình trạng,Xuất xứ,Tỉnh thành,Km đã đi,Quận huyện,Hộp số,Nhiên liệu
1375,"

                Hyundai Santa Fe 2.2L Dầu cao cấp 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Long An
",Km đã đi 29.000 km,"
Quận huyện
Tân An
",Hộp số Số tự động,Nhiên liệu Diesel
1376,"

                Ford Ranger wildtrak 4x4 at 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 3
",Hộp số Số tự động,Nhiên liệu Diesel
1377,"

                Toyota Vios 2010
            
",Năm SX 2010,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1378,"

                Toyota Corolla Cross 1.8 V  2021
            
",Năm SX 2021,Kiểu dáng CUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 15.299 km,"
Quận huyện
Bình Chánh
",Hộp số Số tự động,Nhiên liệu Xăng
1379,"

                Toyota Vios 2010
            
",Năm SX 2010,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Thái Bình
",None,"
Quận huyện
Thái Bình
",Hộp số Số tự động,Nhiên liệu Xăng
1380,"

                Ford Ranger Wildtrak 3.2 4x4 AT 2016
            
",Năm SX 2016,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 98.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
1381,"

                Hyundai Grand i10 2012
            
",Năm SX 2012,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Thái Bình
",Km đã đi 100.000 km,"
Quận huyện
Thái Bình
",Hộp số Số tay,Nhiên liệu Xăng
1382,"

                Hyundai Grand i10 1.2 MT 2015
            
",Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Ninh Bình
",Km đã đi 150.000 km,"
Quận huyện
Ninh Bình
",Hộp số Số tay,Nhiên liệu Xăng
1383,"

                Toyota Fortuner 2011
            
",Năm SX 2011,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1384,"

                Mitsubishi Xpander Cross 1.5 AT 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Ninh Bình
",Km đã đi 10.241 km,"
Quận huyện
Ninh Bình
",Hộp số Số tự động,Nhiên liệu Xăng
1385,"

                Ford Laser 2002
            
",Năm SX 2002,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Long Biên
",Hộp số Số tay,Nhiên liệu Xăng
1386,"

                Mazda 3 2.0L Sedan 2015
            
",Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 88.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1387,"

                Ford Ranger Raptor 2.0L AT 4x4 2021
            
",Năm SX 2021,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 40.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
1388,"

                Mercedes-Benz S450 4Matic Luxury 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Bình Tân
",Hộp số Số tự động,Nhiên liệu Xăng
1389,"

                Gaz Gazelle Next Van A31R22 2022
            
",Năm SX 2022,Kiểu dáng Minibus,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 12
",Hộp số Số tay,Nhiên liệu Diesel
1390,"

                Toyota Corolla Cross 1.8 V  2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1391,"

                Audi Q5 2.0T 2015
            
",Năm SX 2015,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 70.000 km,"
Quận huyện
Tây Hồ
",Hộp số Số tự động,Nhiên liệu Xăng
1392,"

                Hyundai Accent 1.4 AT 2013
            
",Năm SX 2013,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hòa Bình
",Km đã đi 100.000 km,"
Quận huyện
Hòa Bình
",Hộp số Số tự động,Nhiên liệu Xăng
1393,"

                Ford Laser 2004
            
",Năm SX 2004,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 15.100 km,"
Quận huyện
Thanh Oai
",Hộp số Số tự động,Nhiên liệu Xăng
1394,"

                Ford EcoSport Ambiente 1.5L MT 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 11.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tay,Nhiên liệu Xăng
1395,"

                Mitsubishi Outlander 2.0 CVT 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Xăng
1396,"

                Ford Ranger wildtrak 2.0l 4x4 at 2019
            
",Năm SX 2019,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 73.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
1397,"

                Ford Ranger XL 2.0L 4x4 MT 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 3
",Hộp số Số tay,Nhiên liệu Diesel
1398,"

                Ford Ranger wildtrak 4x4 at 2019
            
",Năm SX 2019,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 47.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
1399,"

                Ford Everest Titanium 2.0L AT 4WD 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Đồng Nai
",None,"
Quận huyện
Biên Hòa
",Hộp số Số tự động,Nhiên liệu Diesel
1400,"

                Kia Sedona  2017
            
",Năm SX 2017,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 100.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Diesel
1401,"

                Zotye Z8 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1402,"

                Ford Focus 1.8L 2011
            
",Năm SX 2011,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 97.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Xăng
1403,"

                Mercedes-Benz GLC 300 4MATIC 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Bình Tân
",Hộp số Số tự động,Nhiên liệu Xăng
1404,"

                Ford Everest Titanium 2.0L AT 4WD 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Lâm Đồng
",Km đã đi 56.000 km,"
Quận huyện
Bảo Lộc
",Hộp số Số tự động,Nhiên liệu Diesel
1405,"

                Toyota Camry 2.0G 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Phú Yên
",None,"
Quận huyện
Tuy Hòa
",Hộp số Số tự động,Nhiên liệu Xăng
1406,"

                Toyota Avanza Premio 1.5 CVT 2022
            
",Năm SX 2022,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Bình Tân
",Hộp số Số tự động,Nhiên liệu Xăng
1407,"

                Chevrolet Cruze LS 2014
            
",Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tay,Nhiên liệu Xăng
1408,"

                Volvo XC90 T8 Hybrid Recharge AWD 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 26.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Hybrid
1409,"

                Lexus RX 350 2009
            
",Năm SX 2009,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 100.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1410,"

                Ford Ranger Raptor 2.0L AT 4x4 2020
            
",Năm SX 2020,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 30.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1411,"

                Toyota Camry 2.5Q 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Bình Định
",None,"
Quận huyện
Quy Nhơn
",Hộp số Số tự động,Nhiên liệu Xăng
1412,"

                Hyundai Tucson 2010
            
",Năm SX 2010,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1413,"

                Kia Forte 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1414,"

                Toyota Fortuner 2.4 AT 4x2 Legender 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 12
",Hộp số Số tự động,Nhiên liệu Diesel
1415,"

                Toyota Innova 2009
            
",Năm SX 2009,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tay,Nhiên liệu Xăng
1416,"

                Mitsubishi Pajero 3.0 V6 2007
            
",Năm SX 2007,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 200.000 km,"
Quận huyện
Ba Vì
",Hộp số Số tay,Nhiên liệu Xăng
1417,"

                Toyota Raize 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 12
",Hộp số Số tự động,Nhiên liệu Xăng
1418,"

                Teraco Tera 100 2023
            
",Năm SX 2023,Kiểu dáng Truck,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 12
",Hộp số Số tay,Nhiên liệu Xăng
1419,"

                Mercedes-Benz C300 AMG 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 6
",Hộp số Số tự động,Nhiên liệu Xăng
1420,"

                Toyota Fortuner 2.4 MT 4x2 2017
            
",Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 103.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tay,Nhiên liệu Diesel
1421,"

                Hyundai Santa Fe 2007
            
",Năm SX 2007,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Phòng
",Km đã đi 98.000 km,"
Quận huyện
An Lão
",Hộp số Số tự động,Nhiên liệu Diesel
1422,"

                Toyota Vios  2014
            
",Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 86.000 km,"
Quận huyện
An Lão
",Hộp số Số tay,Nhiên liệu Xăng
1423,"

                Honda City 1.5 CVT 2014
            
",Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 86.000 km,"
Quận huyện
An Lão
",Hộp số Số tự động,Nhiên liệu Xăng
1424,"

                Toyota Vios 1.3J MT 2015
            
",Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 75.000 km,"
Quận huyện
An Lão
",Hộp số Số tay,Nhiên liệu Xăng
1425,"

                BMW X5 xDrive40i M-sport 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
1426,"

                Hyundai Accent 1.4 AT đặc biệt 2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 58.000 km,"
Quận huyện
An Lão
",Hộp số Số tự động,Nhiên liệu Xăng
1427,"

                Hyundai Accent  2021
            
",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 21.000 km,"
Quận huyện
An Lão
",Hộp số Số tự động,Nhiên liệu Xăng
1428,"

                Chevrolet Cruze 2011
            
",Năm SX 2011,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 85.000 km,"
Quận huyện
An Lão
",Hộp số Số tự động,Nhiên liệu Xăng
1429,"

                Toyota Vios 1.5E MT 2014
            
",Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Lão
",Hộp số Số tay,Nhiên liệu Xăng
1430,"

                Ford Ranger XLS 2.2 4x2 AT 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Đà Nẵng
",None,"
Quận huyện
Thanh Khê
",Hộp số Số tự động,Nhiên liệu Diesel
1431,"

                Chevrolet Cruze 1.6 MT 2013
            
",Năm SX 2013,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Lão
",Hộp số Số tay,Nhiên liệu Xăng
1432,"

                Mazda CX-5  2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 40.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1433,"

                Toyota Corolla Altis 1.8G AT 2016
            
",Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 85.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1434,"

                Honda City 1.5 CVT 2014
            
",Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 68.000 km,"
Quận huyện
An Lão
",Hộp số Số tự động,Nhiên liệu Xăng
1435,"

                Ford Ranger XLT 2.0L 4x4 AT Limited 2021
            
",Năm SX 2021,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 15.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
1436,"

                Mitsubishi Xpander 1.5 AT  2020
            
",Năm SX 2020,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 20.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1437,"

                Ford Tourneo Dcar President 2019
            
",Năm SX 2019,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 28.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Xăng
1438,"

                Chevrolet Colorado High Country 2017
            
",Năm SX 2017,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 60.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Diesel
1439,"

                Hyundai Accent 1.4 MT 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 20.000 km,"
Quận huyện
Sóc Sơn
",Hộp số Số tay,Nhiên liệu Xăng
1440,"

                Mitsubishi Attrage 1.2L MT 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Tân Phú
",Hộp số Số tay,Nhiên liệu Xăng
1441,"

                Ford Fiesta Titanium 1.0 AT EcoBoost 2015
            
",Năm SX 2015,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 359 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1442,"

                Mitsubishi Xpander AT Premium 2023
            
",Năm SX 2023,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Xăng
1443,"

                Toyota Fortuner 2.4G 4x2 AT  2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 53.364 km,"
Quận huyện
Bình Chánh
",Hộp số Số tự động,Nhiên liệu Diesel
1444,"

                Hyundai Elantra Sport 1.6 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 53.000 km,"
Quận huyện
Thủ Đức
",Hộp số Số tự động,Nhiên liệu Xăng
1445,"

                Hyundai Grand i10  2018
            
",Năm SX 2018,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 58.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Xăng
1446,"

                Hyundai Elantra GLS 2.0 AT 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 5.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1447,"

                Isuzu Hi Lander 2004
            
",Năm SX 2004,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Nghệ An
",Km đã đi 150.000 km,"
Quận huyện
Nam Đàn
",Hộp số Số tự động,Nhiên liệu Diesel
1448,"

                Hyundai Grand i10 1.2 MT Base 2017
            
",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 100.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tay,Nhiên liệu Xăng
